[ssh] server advertises auth methods: ['publickey', 'gssapi-keyex', 'gssapi-with-mic', 'password']
-rwxr-x---    1 20074      apache           5594 Jun 12  2024 block-bindings.php
-rwxr-x---    1 20074      apache          28797 Mar 17  2025 block-editor.php
-rwxr-x---    1 20074      apache            316 Aug 11  2021 block-i18n.json
drwxr-x---    2 20074      apache           4096 Sep 13  2024 block-patterns
-rwxr-x---    1 20074      apache          13213 Nov 29  2024 block-patterns.php
drwxr-x---    2 20074      apache           4096 Mar 18  2025 block-supports
-rwxr-x---    1 20074      apache          61907 Mar  7  2025 block-template-utils.php
-rwxr-x---    1 20074      apache          15356 Mar 18  2025 block-template.php
drwxr-x---   96 20074      apache           4096 Jul  8  2025 blocks
-rwxr-x---    1 20074      apache         113051 Jul  8  2025 blocks.php
-rwxr-x---    1 20074      apache          12768 Mar 19  2025 bookmark-template.php
-rwxr-x---    1 20074      apache          15427 Mar 23  2024 bookmark.php
-rwxr-x---    1 20074      apache           5969 Oct 10  2022 cache-compat.php
-rwxr-x---    1 20074      apache          13474 Oct 10  2022 cache.php
-rwxr-x---    1 20074      apache          34523 Aug 22  2024 canonical.php
-rwxr-x---    1 20074      apache          42718 Oct 15  2024 capabilities.php
-rwxr-x---    1 20074      apache          57003 Sep 26  2023 category-template.php
-rwxr-x---    1 20074      apache          12829 Jan 25  2025 category.php
drwxr-x---    2 20074      apache           4096 Jun 30  2025 certificates
-rwxr-x---    1 20074      apache           2616 Jan 22  2025 class-IXR.php
-rwxr-x---    1 20074      apache          29615 Apr 26  2024 class-avif-info.php
-rwxr-x---    1 20074      apache            539 Sep 30  2024 class-feed.php
-rwxr-x---    1 20074      apache            367 Jun 17  2022 class-http.php
-rwxr-x---    1 20074      apache          43684 Feb  3  2023 class-json.php
-rwxr-x---    1 20074      apache            401 Jun 17  2022 class-oembed.php
-rwxr-x---    1 20074      apache           6771 Sep 17  2024 class-phpass.php
-rwxr-x---    1 20074      apache            664 Jul 21  2020 class-phpmailer.php
-rwxr-x---    1 20074      apache          21121 Oct 25  2024 class-pop3.php
-rwxr-x---    1 20074      apache           2237 Apr  5  2023 class-requests.php
-rwxr-x---    1 20074      apache            453 Sep 30  2024 class-simplepie.php
-rwxr-x---    1 20074      apache            457 Jan 26  2021 class-smtp.php
-rwxr-x---    1 20074      apache          37715 Feb  3  2023 class-snoopy.php
-rwxr-x---    1 20074      apache           2469 Sep 14  2023 class-walker-category-dropdown.php
-rwxr-x---    1 20074      apache           8477 Sep  8  2023 class-walker-category.php
-rwxr-x---    1 20074      apache          14221 Mar 18  2024 class-walker-comment.php
-rwxr-x---    1 20074      apache          12044 Jan 21  2025 class-walker-nav-menu.php
-rwxr-x---    1 20074      apache           2710 Sep 14  2023 class-walker-page-dropdown.php
-rwxr-x---    1 20074      apache           7612 Sep 14  2023 class-walker-page.php
-rwxr-x---    1 20074      apache          17874 Jul 18  2024 class-wp-admin-bar.php
-rwxr-x---    1 20074      apache           5266 Sep 12  2022 class-wp-ajax-response.php
-rwxr-x---    1 20074      apache          17099 Apr  3  2025 class-wp-application-passwords.php
-rwxr-x---    1 20074      apache           8463 Sep 23  2024 class-wp-block-bindings-registry.php
-rwxr-x---    1 20074      apache           2992 Sep  3  2024 class-wp-block-bindings-source.php
-rwxr-x---    1 20074      apache           1350 Sep 12  2022 class-wp-block-editor-context.php
-rwxr-x---    1 20074      apache           4757 Nov  2  2023 class-wp-block-list.php
-rwxr-x---    1 20074      apache          11895 Mar  5  2025 class-wp-block-metadata-registry.php
-rwxr-x---    1 20074      apache           2555 Jun 27  2023 class-wp-block-parser-block.php
=== candidate probes ===
CANDIDATE /blazepanel.mywp.info entries=43
CANDIDATE / entries=5
=== RECON_DONE ===
action_rc=0
